:START_ID(disease)|:END_ID(treatment_plan)|type:STRING|name:STRING
5358|44466|治疗方法|治疗方法
7374|44466|治疗方法|治疗方法
2432|44466|治疗方法|治疗方法
6039|44159|治疗方法|治疗方法
6934|44325|治疗方法|治疗方法
6326|44535|治疗方法|治疗方法
8287|44325|治疗方法|治疗方法
5476|44257|治疗方法|治疗方法
6508|44466|治疗方法|治疗方法
1888|44257|治疗方法|治疗方法
6460|44466|治疗方法|治疗方法
1722|44325|治疗方法|治疗方法
2006|44535|治疗方法|治疗方法
2551|44325|治疗方法|治疗方法
4191|44466|治疗方法|治疗方法
6019|44226|治疗方法|治疗方法
258|44466|治疗方法|治疗方法
4494|44466|治疗方法|治疗方法
5755|44257|治疗方法|治疗方法
8268|44145|治疗方法|治疗方法
8721|44466|治疗方法|治疗方法
3970|44257|治疗方法|治疗方法
1276|44325|治疗方法|治疗方法
7780|44494|治疗方法|治疗方法
6617|44325|治疗方法|治疗方法
2815|44466|治疗方法|治疗方法
6528|44325|治疗方法|治疗方法
1401|44466|治疗方法|治疗方法
1190|44535|治疗方法|治疗方法
7995|44494|治疗方法|治疗方法
7818|44466|治疗方法|治疗方法
403|44299|治疗方法|治疗方法
4200|44466|治疗方法|治疗方法
8288|44227|治疗方法|治疗方法
7237|44325|治疗方法|治疗方法
3625|44159|治疗方法|治疗方法
6391|44535|治疗方法|治疗方法
8715|44466|治疗方法|治疗方法
3103|44466|治疗方法|治疗方法
8248|44466|治疗方法|治疗方法
6100|44325|治疗方法|治疗方法
2336|44535|治疗方法|治疗方法
228|44367|治疗方法|治疗方法
5871|44325|治疗方法|治疗方法
577|44535|治疗方法|治疗方法
7593|44159|治疗方法|治疗方法
3036|44159|治疗方法|治疗方法
6224|44257|治疗方法|治疗方法
7955|44159|治疗方法|治疗方法
3169|44320|治疗方法|治疗方法
4485|44494|治疗方法|治疗方法
5433|44466|治疗方法|治疗方法
4492|44404|治疗方法|治疗方法
6673|44466|治疗方法|治疗方法
8724|44159|治疗方法|治疗方法
4783|44320|治疗方法|治疗方法
7215|44325|治疗方法|治疗方法
4667|44466|治疗方法|治疗方法
4219|44494|治疗方法|治疗方法
1987|44325|治疗方法|治疗方法
1131|44535|治疗方法|治疗方法
881|44325|治疗方法|治疗方法
846|44325|治疗方法|治疗方法
690|44159|治疗方法|治疗方法
7071|44159|治疗方法|治疗方法
2632|44325|治疗方法|治疗方法
4285|44159|治疗方法|治疗方法
4047|44517|治疗方法|治疗方法
6462|44466|治疗方法|治疗方法
3086|44325|治疗方法|治疗方法
3818|44325|治疗方法|治疗方法
3031|44127|治疗方法|治疗方法
4902|44494|治疗方法|治疗方法
7856|44535|治疗方法|治疗方法
5218|44466|治疗方法|治疗方法
7128|44466|治疗方法|治疗方法
5640|44466|治疗方法|治疗方法
2890|44466|治疗方法|治疗方法
6287|44466|治疗方法|治疗方法
6805|44325|治疗方法|治疗方法
3929|44466|治疗方法|治疗方法
6811|44466|治疗方法|治疗方法
7631|44466|治疗方法|治疗方法
5842|44466|治疗方法|治疗方法
7003|44466|治疗方法|治疗方法
627|44466|治疗方法|治疗方法
5598|44159|治疗方法|治疗方法
7183|44466|治疗方法|治疗方法
8104|44466|治疗方法|治疗方法
649|44325|治疗方法|治疗方法
7511|44325|治疗方法|治疗方法
7252|44466|治疗方法|治疗方法
2870|44466|治疗方法|治疗方法
4124|44494|治疗方法|治疗方法
5727|44535|治疗方法|治疗方法
6691|44535|治疗方法|治疗方法
7771|44535|治疗方法|治疗方法
5206|44325|治疗方法|治疗方法
1862|44325|治疗方法|治疗方法
8031|44325|治疗方法|治疗方法
6469|44535|治疗方法|治疗方法
7880|44466|治疗方法|治疗方法
1188|44325|治疗方法|治疗方法
1338|44466|治疗方法|治疗方法
5633|44466|治疗方法|治疗方法
552|44325|治疗方法|治疗方法
6566|44535|治疗方法|治疗方法
3214|44159|治疗方法|治疗方法
118|44561|治疗方法|治疗方法
436|44466|治疗方法|治疗方法
6535|44535|治疗方法|治疗方法
1591|44466|治疗方法|治疗方法
1723|44535|治疗方法|治疗方法
6206|44535|治疗方法|治疗方法
2593|44466|治疗方法|治疗方法
1045|44325|治疗方法|治疗方法
2101|44159|治疗方法|治疗方法
7793|44517|治疗方法|治疗方法
1736|44466|治疗方法|治疗方法
1810|44466|治疗方法|治疗方法
3832|44159|治疗方法|治疗方法
8457|44466|治疗方法|治疗方法
3541|44325|治疗方法|治疗方法
490|44325|治疗方法|治疗方法
1494|44159|治疗方法|治疗方法
3171|44159|治疗方法|治疗方法
6466|44159|治疗方法|治疗方法
593|44535|治疗方法|治疗方法
3317|44325|治疗方法|治疗方法
3601|44466|治疗方法|治疗方法
5015|44325|治疗方法|治疗方法
7795|44466|治疗方法|治疗方法
680|44159|治疗方法|治疗方法
1506|44257|治疗方法|治疗方法
4556|44325|治疗方法|治疗方法
8230|44325|治疗方法|治疗方法
2342|44159|治疗方法|治疗方法
877|44466|治疗方法|治疗方法
6623|44325|治疗方法|治疗方法
7331|44466|治疗方法|治疗方法
8269|44325|治疗方法|治疗方法
6437|44550|治疗方法|治疗方法
8003|44466|治疗方法|治疗方法
1620|44576|治疗方法|治疗方法
5661|44325|治疗方法|治疗方法
488|44449|治疗方法|治疗方法
3526|44325|治疗方法|治疗方法
1999|44466|治疗方法|治疗方法
7284|44325|治疗方法|治疗方法
3147|44535|治疗方法|治疗方法
7831|44494|治疗方法|治疗方法
8251|44325|治疗方法|治疗方法
7857|44227|治疗方法|治疗方法
1942|44466|治疗方法|治疗方法
2419|44535|治疗方法|治疗方法
4702|44466|治疗方法|治疗方法
7699|44466|治疗方法|治疗方法
3447|44466|治疗方法|治疗方法
2483|44325|治疗方法|治疗方法
7562|44466|治疗方法|治疗方法
42|44159|治疗方法|治疗方法
4334|44535|治疗方法|治疗方法
4295|44227|治疗方法|治疗方法
8526|44535|治疗方法|治疗方法
7783|44466|治疗方法|治疗方法
1847|44466|治疗方法|治疗方法
8419|44466|治疗方法|治疗方法
1614|44466|治疗方法|治疗方法
7223|44466|治疗方法|治疗方法
4349|44494|治疗方法|治疗方法
6733|44466|治疗方法|治疗方法
564|44325|治疗方法|治疗方法
6355|44325|治疗方法|治疗方法
6185|44325|治疗方法|治疗方法
6304|44466|治疗方法|治疗方法
2278|44149|治疗方法|治疗方法
4146|44494|治疗方法|治疗方法
3237|44466|治疗方法|治疗方法
4910|44325|治疗方法|治疗方法
4447|44494|治疗方法|治疗方法
2861|44159|治疗方法|治疗方法
6165|44535|治疗方法|治疗方法
2442|44325|治疗方法|治疗方法
2731|44325|治疗方法|治疗方法
2648|44466|治疗方法|治疗方法
2123|44325|治疗方法|治疗方法
2009|44153|治疗方法|治疗方法
4515|44494|治疗方法|治疗方法
1566|44535|治疗方法|治疗方法
3505|44466|治疗方法|治疗方法
7956|44159|治疗方法|治疗方法
7302|44159|治疗方法|治疗方法
6679|44466|治疗方法|治疗方法
8740|44466|治疗方法|治疗方法
4704|44466|治疗方法|治疗方法
8352|44325|治疗方法|治疗方法
3139|44466|治疗方法|治疗方法
3810|44224|治疗方法|治疗方法
5106|44535|治疗方法|治疗方法
1658|44325|治疗方法|治疗方法
6047|44466|治疗方法|治疗方法
6998|44535|治疗方法|治疗方法
8198|44159|治疗方法|治疗方法
2107|44466|治疗方法|治疗方法
462|44466|治疗方法|治疗方法
8349|44325|治疗方法|治疗方法
3913|44466|治疗方法|治疗方法
7713|44466|治疗方法|治疗方法
8748|44325|治疗方法|治疗方法
8678|44466|治疗方法|治疗方法
2708|44355|治疗方法|治疗方法
7386|44325|治疗方法|治疗方法
154|44466|治疗方法|治疗方法
7580|44494|治疗方法|治疗方法
8719|44466|治疗方法|治疗方法
3021|44466|治疗方法|治疗方法
8114|44325|治疗方法|治疗方法
7229|44159|治疗方法|治疗方法
4779|44325|治疗方法|治疗方法
2868|44159|治疗方法|治疗方法
4705|44325|治疗方法|治疗方法
4018|44466|治疗方法|治疗方法
6440|44159|治疗方法|治疗方法
3362|44159|治疗方法|治疗方法
709|44159|治疗方法|治疗方法
4180|44523|治疗方法|治疗方法
5460|44159|治疗方法|治疗方法
3533|44325|治疗方法|治疗方法
4468|44535|治疗方法|治疗方法
2884|44466|治疗方法|治疗方法
5172|44466|治疗方法|治疗方法
1361|44159|治疗方法|治疗方法
3957|44535|治疗方法|治疗方法
1514|44535|治疗方法|治疗方法
6191|44227|治疗方法|治疗方法
7899|44466|治疗方法|治疗方法
4451|44494|治疗方法|治疗方法
5007|44466|治疗方法|治疗方法
8255|44466|治疗方法|治疗方法
4023|44325|治疗方法|治疗方法
4565|44466|治疗方法|治疗方法
5892|44325|治疗方法|治疗方法
3978|44466|治疗方法|治疗方法
8254|44466|治疗方法|治疗方法
7919|44325|治疗方法|治疗方法
2843|44466|治疗方法|治疗方法
6423|44466|治疗方法|治疗方法
7262|44535|治疗方法|治疗方法
8084|44466|治疗方法|治疗方法
5765|44397|治疗方法|治疗方法
179|44325|治疗方法|治疗方法
3839|44325|治疗方法|治疗方法
3025|44325|治疗方法|治疗方法
8066|44227|治疗方法|治疗方法
180|44466|治疗方法|治疗方法
4680|44535|治疗方法|治疗方法
8159|44325|治疗方法|治疗方法
5051|44466|治疗方法|治疗方法
7934|44466|治疗方法|治疗方法
2970|44517|治疗方法|治疗方法
5383|44466|治疗方法|治疗方法
4936|44228|治疗方法|治疗方法
5602|44159|治疗方法|治疗方法
6061|44159|治疗方法|治疗方法
4729|44535|治疗方法|治疗方法
7422|44325|治疗方法|治疗方法
6063|44466|治疗方法|治疗方法
7458|44325|治疗方法|治疗方法
5805|44325|治疗方法|治疗方法
6214|44535|治疗方法|治疗方法
7750|44535|治疗方法|治疗方法
8030|44226|治疗方法|治疗方法
6882|44325|治疗方法|治疗方法
7171|44466|治疗方法|治疗方法
4897|44325|治疗方法|治疗方法
2822|44466|治疗方法|治疗方法
243|44325|治疗方法|治疗方法
4090|44325|治疗方法|治疗方法
4365|44325|治疗方法|治疗方法
4021|44325|治疗方法|治疗方法
6878|44325|治疗方法|治疗方法
1221|44159|治疗方法|治疗方法
3184|44466|治疗方法|治疗方法
3950|44466|治疗方法|治疗方法
4870|44325|治疗方法|治疗方法
5706|44466|治疗方法|治疗方法
2466|44325|治疗方法|治疗方法
3397|44494|治疗方法|治疗方法
1110|44466|治疗方法|治疗方法
7319|44466|治疗方法|治疗方法
5330|44325|治疗方法|治疗方法
7645|44226|治疗方法|治疗方法
3690|44535|治疗方法|治疗方法
6120|44466|治疗方法|治疗方法
1790|44466|治疗方法|治疗方法
7820|44466|治疗方法|治疗方法
8270|44466|治疗方法|治疗方法
4362|44466|治疗方法|治疗方法
6801|44325|治疗方法|治疗方法
8314|44466|治疗方法|治疗方法
4953|44325|治疗方法|治疗方法
4345|44466|治疗方法|治疗方法
6967|44576|治疗方法|治疗方法
63|44458|治疗方法|治疗方法
927|44325|治疗方法|治疗方法
4933|44466|治疗方法|治疗方法
7000|44226|治疗方法|治疗方法
8465|44466|治疗方法|治疗方法
6939|44159|治疗方法|治疗方法
6501|44466|治疗方法|治疗方法
7116|44535|治疗方法|治疗方法
5481|44535|治疗方法|治疗方法
3968|44159|治疗方法|治疗方法
4060|44325|治疗方法|治疗方法
1346|44325|治疗方法|治疗方法
6484|44325|治疗方法|治疗方法
8799|44325|治疗方法|治疗方法
1671|44325|治疗方法|治疗方法
3875|44159|治疗方法|治疗方法
4206|44466|治疗方法|治疗方法
4317|44151|治疗方法|治疗方法
892|44325|治疗方法|治疗方法
6326|44576|治疗方法|治疗方法
3162|44257|治疗方法|治疗方法
7176|44466|治疗方法|治疗方法
1023|44466|治疗方法|治疗方法
5575|44466|治疗方法|治疗方法
5126|44535|治疗方法|治疗方法
3621|44325|治疗方法|治疗方法
4868|44325|治疗方法|治疗方法
6900|44325|治疗方法|治疗方法
4448|44226|治疗方法|治疗方法
2370|44325|治疗方法|治疗方法
1898|44159|治疗方法|治疗方法
8224|44466|治疗方法|治疗方法
8550|44535|治疗方法|治疗方法
3879|44159|治疗方法|治疗方法
5033|44466|治疗方法|治疗方法
5199|44287|治疗方法|治疗方法
1724|44466|治疗方法|治疗方法
7970|44466|治疗方法|治疗方法
7643|44466|治疗方法|治疗方法
7978|44494|治疗方法|治疗方法
3464|44325|治疗方法|治疗方法
817|44325|治疗方法|治疗方法
731|44325|治疗方法|治疗方法
1398|44466|治疗方法|治疗方法
2708|44325|治疗方法|治疗方法
1879|44325|治疗方法|治疗方法
1086|44535|治疗方法|治疗方法
4660|44535|治疗方法|治疗方法
4922|44466|治疗方法|治疗方法
5135|44159|治疗方法|治疗方法
8170|44466|治疗方法|治疗方法
8670|44227|治疗方法|治疗方法
7983|44466|治疗方法|治疗方法
1216|44325|治疗方法|治疗方法
2242|44226|治疗方法|治疗方法
6103|44466|治疗方法|治疗方法
4364|44196|治疗方法|治疗方法
5545|44535|治疗方法|治疗方法
924|44159|治疗方法|治疗方法
2652|44325|治疗方法|治疗方法
7228|44466|治疗方法|治疗方法
970|44325|治疗方法|治疗方法
6685|44466|治疗方法|治疗方法
2912|44466|治疗方法|治疗方法
2403|44466|治疗方法|治疗方法
3061|44466|治疗方法|治疗方法
6567|44320|治疗方法|治疗方法
1899|44325|治疗方法|治疗方法
8264|44466|治疗方法|治疗方法
3301|44466|治疗方法|治疗方法
6919|44466|治疗方法|治疗方法
1705|44159|治疗方法|治疗方法
1361|44535|治疗方法|治疗方法
3486|44535|治疗方法|治疗方法
4405|44325|治疗方法|治疗方法
5583|44466|治疗方法|治疗方法
6782|44466|治疗方法|治疗方法
6532|44257|治疗方法|治疗方法
6328|44466|治疗方法|治疗方法
465|44325|治疗方法|治疗方法
6609|44535|治疗方法|治疗方法
1624|44325|治疗方法|治疗方法
559|44535|治疗方法|治疗方法
5969|44466|治疗方法|治疗方法
3271|44466|治疗方法|治疗方法
1652|44325|治疗方法|治疗方法
4839|44466|治疗方法|治疗方法
1105|44159|治疗方法|治疗方法
6043|44257|治疗方法|治疗方法
8207|44466|治疗方法|治疗方法
447|44466|治疗方法|治疗方法
2079|44325|治疗方法|治疗方法
336|44466|治疗方法|治疗方法
4683|44535|治疗方法|治疗方法
486|44159|治疗方法|治疗方法
1727|44535|治疗方法|治疗方法
8178|44325|治疗方法|治疗方法
7232|44325|治疗方法|治疗方法
4458|44325|治疗方法|治疗方法
3814|44620|治疗方法|治疗方法
5737|44226|治疗方法|治疗方法
8059|44466|治疗方法|治疗方法
2844|44466|治疗方法|治疗方法
7243|44325|治疗方法|治疗方法
295|44325|治疗方法|治疗方法
3756|44325|治疗方法|治疗方法
5815|44507|治疗方法|治疗方法
8725|44535|治疗方法|治疗方法
5088|44494|治疗方法|治疗方法
4077|44466|治疗方法|治疗方法
2280|44535|治疗方法|治疗方法
2394|44325|治疗方法|治疗方法
7785|44325|治疗方法|治疗方法
461|44535|治疗方法|治疗方法
5981|44535|治疗方法|治疗方法
4147|44494|治疗方法|治疗方法
8582|44325|治疗方法|治疗方法
5483|44466|治疗方法|治疗方法
4698|44535|治疗方法|治疗方法
5616|44535|治疗方法|治疗方法
1149|44159|治疗方法|治疗方法
671|44466|治疗方法|治疗方法
6977|44535|治疗方法|治疗方法
6358|44320|治疗方法|治疗方法
5589|44535|治疗方法|治疗方法
438|44488|治疗方法|治疗方法
3985|44466|治疗方法|治疗方法
7343|44366|治疗方法|治疗方法
3081|44466|治疗方法|治疗方法
8532|44466|治疗方法|治疗方法
899|44466|治疗方法|治疗方法
2218|44325|治疗方法|治疗方法
7952|44159|治疗方法|治疗方法
8381|44466|治疗方法|治疗方法
1450|44325|治疗方法|治疗方法
6781|44325|治疗方法|治疗方法
4478|44466|治疗方法|治疗方法
